uniprotswissprot	uniprotsptrembl	wormbase_gene
	O76369	WBGene00018994
O76373		WBGene00018995
Q20939		WBGene00018996
	Q20935	WBGene00018997
	H2KZX2	WBGene00018998
	Q8MQ17	WBGene00018998
	Q20933	WBGene00018999
G5EFZ1		WBGene00019001
	O44741	WBGene00019002
	O44738	WBGene00019003
	O44737	WBGene00019004
	O44734	WBGene00019005
	O44735	WBGene00019006
	Q8MXI1	WBGene00019007
O01824		WBGene00019008
	G8JXZ7	WBGene00019008
	H1ZUV6	WBGene00019008
	O01823	WBGene00019009
	M1ZK00	WBGene00019010
O01822		WBGene00019010
	H2KYD3	WBGene00019011
	H2KYD4	WBGene00019011
	A5A8Q6	WBGene00019011
	O01818	WBGene00019012
	O01819	WBGene00019013
	Q20940	WBGene00019014
	Q94245	WBGene00019015
	Q94244	WBGene00019016
	Q94247	WBGene00019017
	G5EBE4	WBGene00019018
	Q8MQ15	WBGene00019018
	Q3Y415	WBGene00019018
	A0A3B1E4W4	WBGene00019018
	A0A3B1E616	WBGene00019018
	O45096	WBGene00019019
	O45095	WBGene00019020
	W6SBI6	WBGene00019020
	O45097	WBGene00019021
	Q20959	WBGene00019022
	Q20957	WBGene00019023
	Q20960	WBGene00019024
	Q20961	WBGene00019025
	G5EEW3	WBGene00019026
	Q20962	WBGene00019027
	A0A3B1DZW5	WBGene00019027
	Q20963	WBGene00019028
	Q336K8	WBGene00019029
Q9TYU9		WBGene00019030
	O16337	WBGene00019032
	Q9TZG5	WBGene00019034
	A0A131MCU4	WBGene00019034
	Q9TZG6	WBGene00019035
	Q9TZG7	WBGene00019036
	Q9TZG9	WBGene00019037
	Q9TZG8	WBGene00019038
	Q9TZG4	WBGene00019039
	Q9TZG3	WBGene00019040
	Q9TZG2	WBGene00019041
	Q9TZG1	WBGene00019042
	Q9TZG0	WBGene00019043
	Q9TZF9	WBGene00019044
	Q9TZF7	WBGene00019045
	Q9TYZ6	WBGene00019046
	Q9TYZ7	WBGene00019047
	Q9TYZ8	WBGene00019048
	Q9TZ02	WBGene00019049
	Q9TZ00	WBGene00019051
	O44176	WBGene00019053
	O44177	WBGene00019054
	Q20993	WBGene00019055
	H2KZC6	WBGene00019057
	Q20990	WBGene00019057
	Q20988	WBGene00019058
	Q20991	WBGene00019059
	V6CLG4	WBGene00019059
	Q20992	WBGene00019060
Q09544		WBGene00019061
Q09399		WBGene00019062
Q09400		WBGene00019063
	Q21000	WBGene00019064
	Q20998	WBGene00019065
	Q20997	WBGene00019066
	O45090	WBGene00019067
	O45089	WBGene00019068
	O61216	WBGene00019069
	O45091	WBGene00019070
	G5EG46	WBGene00019072
	G5EG90	WBGene00019073
	P91359	WBGene00019074
	Q8I7G1	WBGene00019075
P91353		WBGene00019076
	P91354	WBGene00019077
	P91356	WBGene00019079
	Q8I7G2	WBGene00019079
	A0A0K3AU77	WBGene00019079
	C7FZT2	WBGene00019080
	P91360	WBGene00019081
	P91361	WBGene00019082
	P91362	WBGene00019083
	Q21028	WBGene00019084
	Q21027	WBGene00019085
	Q21026	WBGene00019086
	Q21025	WBGene00019087
	O16285	WBGene00019089
	O16281	WBGene00019090
	O16278	WBGene00019091
	O16279	WBGene00019092
	H2L093	WBGene00019092
	A0A0K3AS56	WBGene00019092
	A0A0K3AVN2	WBGene00019092
	O16282	WBGene00019094
	O16284	WBGene00019096
	O61880	WBGene00019097
	O61878	WBGene00019098
	O61879	WBGene00019099
	O61882	WBGene00019100
	Q8IA57	WBGene00019101
	Q21036	WBGene00019102
	O16344	WBGene00019103
	A0A0M7RF68	WBGene00019103
	O16339	WBGene00019104
	O16338	WBGene00019105
	O16340	WBGene00019106
	O16343	WBGene00019108
	O16764	WBGene00019109
	O16761	WBGene00019111
	O16760	WBGene00019112
	O16759	WBGene00019113
	H2L096	WBGene00019113
	O16752	WBGene00019115
	H2L098	WBGene00019115
	O16753	WBGene00019116
	O01905	WBGene00019118
	O01899	WBGene00019119
H2KYU6		WBGene00019120
Q95QZ9		WBGene00019121
	H2KYU7	WBGene00019122
	Q86MP8	WBGene00019122
	O01898	WBGene00019123
	O01900	WBGene00019124
O01901		WBGene00019125
	O01902	WBGene00019126
Q21054		WBGene00019127
	G5ECV5	WBGene00019128
	V6CM02	WBGene00019128
	A7LPD5	WBGene00019129
	H2KZW2	WBGene00019129
	Q9TZI4	WBGene00019130
	Q9N5P6	WBGene00019132
	Q9N5Q7	WBGene00019136
	Q9N5Q1	WBGene00019138
	Q9N5Q0	WBGene00019139
	Q9N5P9	WBGene00019140
	Q9N5P8	WBGene00019141
	Q9N5P7	WBGene00019142
	Q9N5P5	WBGene00019143
	Q9N5P4	WBGene00019144
	O76603	WBGene00019145
	O76602	WBGene00019146
	Q94248	WBGene00019148
	Q94249	WBGene00019149
	H8W3X4	WBGene00019149
	O61207	WBGene00019150
	Q9TYQ8	WBGene00019151
	Q9TYQ9	WBGene00019152
	Q9TYR0	WBGene00019153
	G5ECS4	WBGene00019154
	Q9TYR2	WBGene00019155
	Q9TYQ7	WBGene00019156
	A0A2C9C368	WBGene00019156
	Q9TXU2	WBGene00019157
	Q8ITW7	WBGene00019157
	H2L0A8	WBGene00019157
	H2L0A7	WBGene00019158
	Q8ITW5	WBGene00019158
	Q9TXU4	WBGene00019159
	Q95YA3	WBGene00019160
	Q9TXU7	WBGene00019162
Q8WTJ4		WBGene00019163
	H2L0A9	WBGene00019164
	Q7YXH1	WBGene00019164
	Q9TXV1	WBGene00019165
	Q9TXV2	WBGene00019166
	Q7YXV5	WBGene00019166
	U4PRL1	WBGene00019166
	U4PEQ6	WBGene00019166
	U4PBI0	WBGene00019166
	U4PBV8	WBGene00019166
	Q9N5N7	WBGene00019167
	Q8MXV4	WBGene00019167
	Q8MXV3	WBGene00019167
	A0A0K3AU49	WBGene00019167
	A0A0K3AR97	WBGene00019167
	Q9N5N9	WBGene00019168
	Q5CCJ3	WBGene00019168
	Q5CCJ2	WBGene00019168
	Q9N5P3	WBGene00019169
	H2L0B2	WBGene00019170
	C7GIK1	WBGene00019170
	Q7YZW2	WBGene00019171
	Q9TZ60	WBGene00019174
	Q9N5N1	WBGene00019177
	Q9N5N3	WBGene00019178
	Q9N5N4	WBGene00019179
	A0A163UTG7	WBGene00019180
	A0A168H5X3	WBGene00019180
	A0A168H612	WBGene00019180
	A0A168H651	WBGene00019180
	O76669	WBGene00019182
	C7IVR7	WBGene00019182
	O76667	WBGene00019183
	O76670	WBGene00019184
	O76671	WBGene00019185
	O61804	WBGene00019186
	O61803	WBGene00019187
	O61802	WBGene00019188
	Q9TYV1	WBGene00019189
	Q9N5M9	WBGene00019190
	Q9N5M7	WBGene00019192
	Q8WTN2	WBGene00019194
O17213		WBGene00019196
	O17215	WBGene00019197
Q9TYP1		WBGene00019198
	H2L0A4	WBGene00019199
	H2L0A5	WBGene00019199
	H2L0A6	WBGene00019199
	Q8ITV4	WBGene00019199
	Q9TYP4	WBGene00019200
	O61979	WBGene00019202
	O61977	WBGene00019203
	H2L0B7	WBGene00019204
	A8WIT0	WBGene00019204
	A0A2C9C326	WBGene00019204
	A0A2C9C375	WBGene00019204
	C0KDV0	WBGene00019205
	G5EEC9	WBGene00019205
	H2KZC2	WBGene00019205
	H2KZC3	WBGene00019205
	V6CJH3	WBGene00019205
O44827		WBGene00019207
	H2L0C0	WBGene00019209
	Q86S39	WBGene00019209
	G5EE64	WBGene00019211
	H2KYT5	WBGene00019211
	Q400N3	WBGene00019211
O44836		WBGene00019212
	Q9TYY9	WBGene00019213
	Q9TYZ0	WBGene00019214
	H2KYG0	WBGene00019215
	Q9N5L7	WBGene00019216
	Q9N5L9	WBGene00019217
	Q9N5M0	WBGene00019218
	Q9N5M1	WBGene00019219
	Q2WF63	WBGene00019219
Q9N5M2		WBGene00019220
	Q9N5M3	WBGene00019221
	Q9N5L8	WBGene00019222
	O44536	WBGene00019224
	O76632	WBGene00019225
	O76631	WBGene00019226
	H2L0C3	WBGene00019227
	Q1XFY3	WBGene00019227
	Q9N5L2	WBGene00019228
	Q9N5L3	WBGene00019229
	Q9N5L6	WBGene00019230
	H2KZM9	WBGene00019230
	Q9N5L5	WBGene00019231
	Q9TXZ6	WBGene00019232
	Q9TXZ5	WBGene00019233
	Q9TXZ4	WBGene00019234
	Q9TXZ3	WBGene00019235
	Q9TXZ7	WBGene00019236
	H2L0C5	WBGene00019237
	Q8WSM1	WBGene00019237
	Q5TKA5	WBGene00019237
	H2L0C6	WBGene00019237
	A0A2C9C3D0	WBGene00019237
	A0A2C9C3E2	WBGene00019237
	A0A0K3AXY5	WBGene00019239
	A0A0K3ASM1	WBGene00019239
	A0A0K3AUY7	WBGene00019239
	A0A0K3AS61	WBGene00019239
Q17335		WBGene00019240
	Q9N5L0	WBGene00019241
	A0A0K3AVN7	WBGene00019241
	A0A0K3AXZ0	WBGene00019241
	A0A0K3ASM7	WBGene00019241
	A0A0K3AUZ1	WBGene00019241
	Q9N5K7	WBGene00019242
	A0A0K3AVP2	WBGene00019242
	Q9N5K6	WBGene00019243
	Q9UB02	WBGene00019244
	Q9N5K1	WBGene00019245
Q9N5K2		WBGene00019246
Q9N5K3		WBGene00019247
	Q9N5K4	WBGene00019248
	H2L0D0	WBGene00019249
	H2L0D1	WBGene00019249
	Q8MXF3	WBGene00019249
	H2L0D2	WBGene00019250
	H2L0D3	WBGene00019250
	Q8MXF4	WBGene00019250
	Q9TXP5	WBGene00019251
	Q9BLB3	WBGene00019253
	Q9BLB4	WBGene00019254
	Q9TYQ4	WBGene00019255
	I2HA96	WBGene00019255
	V6CLN3	WBGene00019255
	Q9TYQ6	WBGene00019257
	Q9TYY8	WBGene00019259
	V6CJY2	WBGene00019259
	O76673	WBGene00019260
	O76672	WBGene00019261
	O76666	WBGene00019262
	Q9TYZ4	WBGene00019263
	V6CJB4	WBGene00019264
	V6CKG6	WBGene00019264
	Q9TZM6	WBGene00019265
	Q9TZM7	WBGene00019266
	Q9TZM8	WBGene00019267
	O76636	WBGene00019268
	O76635	WBGene00019269
	O76634	WBGene00019270
	O17347	WBGene00019272
	Q9N5K0	WBGene00019273
	A0A2C9C343	WBGene00019273
	A0A168H995	WBGene00019274
	A0A163VU72	WBGene00019274
	A0A168H9C2	WBGene00019274
	Q9UAY9	WBGene00019275
	Q8WSL9	WBGene00019276
	A0A168H9F5	WBGene00019276
	Q9TZ49	WBGene00019277
	Q7KNR1	WBGene00019279
	A0A0K3ARM0	WBGene00019279
	Q9TZ58	WBGene00019280
	A0A0K3ATZ8	WBGene00019280
	Q9TZ59	WBGene00019281
	Q9TZ55	WBGene00019282
	Q86S20	WBGene00019282
	Q56VR9	WBGene00019282
	G5EFF3	WBGene00019283
	Q9TZ50	WBGene00019284
	A0A0K3AUL9	WBGene00019284
	H2KY96	WBGene00019285
	Q9TZ47	WBGene00019285
	H2KY97	WBGene00019285
Q10041		WBGene00019286
Q10042		WBGene00019287
Q09571		WBGene00019288
Q09573		WBGene00019289
	A0A1X7RC59	WBGene00019289
Q09401		WBGene00019290
	Q21110	WBGene00019292
	Q21111	WBGene00019293
	Q21112	WBGene00019294
	Q7YZW3	WBGene00019294
Q21122		WBGene00019295
Q21121		WBGene00019296
	Q21124	WBGene00019297
	O61217	WBGene00019298
	U4PSA1	WBGene00019298
	O45103	WBGene00019299
O45102		WBGene00019300
P34492		WBGene00019301
	A9Z1J6	WBGene00019301
P34493		WBGene00019302
P34494		WBGene00019303
P34495		WBGene00019304
P83351		WBGene00019305
	Q3V5H8	WBGene00019306
	O17256	WBGene00019309
	O17251	WBGene00019312
	O17253	WBGene00019313
	O17255	WBGene00019314
	O17257	WBGene00019315
	Q86LS3	WBGene00019316
	Q21137	WBGene00019317
	H2L0B3	WBGene00019318
	Q65ZJ0	WBGene00019318
	Q21132	WBGene00019319
	Q21133	WBGene00019320
	Q21138	WBGene00019321
P27604		WBGene00019322
	O44985	WBGene00019323
	O44983	WBGene00019324
Q21153		WBGene00019326
	Q21148	WBGene00019327
	Q21146	WBGene00019328
G5EBI4		WBGene00019329
	B2MZA5	WBGene00019331
	Q21151	WBGene00019332
Q21154		WBGene00019333
Q9TXJ8		WBGene00019334
	O16635	WBGene00019335
	O16633	WBGene00019337
	O16632	WBGene00019338
	O16631	WBGene00019339
	O16629	WBGene00019340
	O16628	WBGene00019341
	O16630	WBGene00019342
	O16636	WBGene00019343
	Q21161	WBGene00019344
Q95QD1		WBGene00019345
	Q21157	WBGene00019346
	X5M903	WBGene00019346
	X5LV99	WBGene00019346
	X5LQ17	WBGene00019346
Q94250		WBGene00019347
	O61984	WBGene00019348
	O61985	WBGene00019349
	Q8T7Y5	WBGene00019350
	Q21164	WBGene00019351
	H2L0D5	WBGene00019351
	H2L0D6	WBGene00019352
	Q2L6W4	WBGene00019352
	Q21174	WBGene00019353
	Q21173	WBGene00019354
	Q21171	WBGene00019355
	H2L020	WBGene00019355
	Q27503	WBGene00019356
Q21175		WBGene00019357
	Q21188	WBGene00019359
	O61849	WBGene00019360
	O61848	WBGene00019361
	H2KZW0	WBGene00019361
	Q2MGE5	WBGene00019361
	H2KZW1	WBGene00019361
O61847		WBGene00019362
	A0A1T5HUJ2	WBGene00019362
	Q21191	WBGene00019364
Q21194		WBGene00019365
	O45173	WBGene00019367
	O61218	WBGene00019368
	U4PBG9	WBGene00019368
	U4PLY1	WBGene00019368
	Q2MGE8	WBGene00019369
	O45174	WBGene00019370
	U4PR79	WBGene00019370
	Q09579	WBGene00019372
	Q94259	WBGene00019373
	Q94252	WBGene00019376
	A0A0K3AUZ3	WBGene00019376
	Q21210	WBGene00019380
	H2L0E2	WBGene00019381
	Q8IG09	WBGene00019381
	Q21211	WBGene00019382
	Q21220	WBGene00019383
	Q9TXL1	WBGene00019386
	Q9TXL2	WBGene00019387
	A0A0K3AXZ8	WBGene00019387
	Q9TXL3	WBGene00019388
	A0A0K3ASN8	WBGene00019388
	Q9TXL4	WBGene00019389
	M1ZMJ1	WBGene00019391
	M1ZJZ8	WBGene00019391
	Q9TXL8	WBGene00019392
	H2L0E3	WBGene00019393
	O44771	WBGene00019394
O44770		WBGene00019395
	O44769	WBGene00019396
	A9D7B8	WBGene00019396
	O44772	WBGene00019399
	Q21234	WBGene00019400
	Q21233	WBGene00019401
	Q8MQ11	WBGene00019401
Q09385		WBGene00019402
	Q9GYN5	WBGene00019403
	Q3HKC3	WBGene00019403
	Q9GYN3	WBGene00019404
	Q21247	WBGene00019405
	Q21243	WBGene00019406
	Q21241	WBGene00019407
	Q3Y414	WBGene00019408
	A0A238UKL7	WBGene00019408
	Q21245	WBGene00019409
	Q21246	WBGene00019410
	Q21248	WBGene00019411
	O44868	WBGene00019412
	O44866	WBGene00019413
	O44864	WBGene00019414
	A7DT43	WBGene00019415
	Q2V072	WBGene00019416
	O44863	WBGene00019417
	O44865	WBGene00019418
	O44867	WBGene00019419
	O44869	WBGene00019420
	O44870	WBGene00019421
	Q21251	WBGene00019422
	Q21249	WBGene00019423
Q09585		WBGene00019424
	A0A0K3AR25	WBGene00019425
	Q09405	WBGene00019425
	Q09586	WBGene00019426
Q09406		WBGene00019427
Q10024		WBGene00019428
	A0A3B1E8R6	WBGene00019428
	A0A3B1DQ66	WBGene00019428
	A0A3B1DVJ7	WBGene00019428
	A0A3B1E3M2	WBGene00019428
	O44553	WBGene00019429
	A0A0K3AR81	WBGene00019429
	A0A0K3ATN5	WBGene00019429
	O44551	WBGene00019430
	O44550	WBGene00019431
O44548		WBGene00019432
	O44549	WBGene00019433
	Q95X65	WBGene00019434
	H2KZG7	WBGene00019434
	H2KZG8	WBGene00019434
	H2KZP5	WBGene00019435
	Q8IFX6	WBGene00019435
	H2KZP6	WBGene00019435
	P91364	WBGene00019436
	P91363	WBGene00019437
	Q21262	WBGene00019438
	Q9GYH4	WBGene00019442
	Q9GYH2	WBGene00019444
	Q9GYH3	WBGene00019445
	Q95Q47	WBGene00019448
	O17109	WBGene00019449
	O17108	WBGene00019450
	O17106	WBGene00019451
	O17105	WBGene00019452
	O17104	WBGene00019453
P34509		WBGene00019455
P34510		WBGene00019456
P34511		WBGene00019457
P34515		WBGene00019458
P34516		WBGene00019459
	G5EFQ1	WBGene00019460
	Q65XY4	WBGene00019461
	Q9TXI9	WBGene00019462
	O01881	WBGene00019464
	Q86FS9	WBGene00019464
	O01882	WBGene00019465
	H2KZK5	WBGene00019466
	Q95R01	WBGene00019466
	O01886	WBGene00019467
	O44652	WBGene00019470
	O44651	WBGene00019471
	O44650	WBGene00019472
	O44649	WBGene00019473
	Q21267	WBGene00019476
	Q21266	WBGene00019477
Q21265		WBGene00019478
Q21268		WBGene00019479
	G8JY31	WBGene00019479
	Q21269	WBGene00019480
Q21270		WBGene00019481
	Q21273	WBGene00019482
	O76578	WBGene00019483
	O76575	WBGene00019484
	O76574	WBGene00019485
	O76573	WBGene00019486
	Q965J0	WBGene00019487
	O76572	WBGene00019487
	A0A1D3PCN4	WBGene00019487
	A0A1D3PD25	WBGene00019487
	Q8ITW9	WBGene00019488
Q09407		WBGene00019489
	Q21288	WBGene00019490
	Q21287	WBGene00019491
	Q21284	WBGene00019492
Q21286		WBGene00019493
	A0A131MBX4	WBGene00019493
	O16689	WBGene00019495
	O16687	WBGene00019496
	H2L0F2	WBGene00019497
O16686		WBGene00019498
	A0A0M9JJ73	WBGene00019498
	A0A0M7RF85	WBGene00019498
	Q21283	WBGene00019501
	Q9TYQ3	WBGene00019502
	Q20068	WBGene00019503
	O45182	WBGene00019504
	Q965K0	WBGene00019504
	Q5W612	WBGene00019504
	O45178	WBGene00019506
	O45175	WBGene00019507
	O45177	WBGene00019508
	O45180	WBGene00019509
	O45181	WBGene00019510
	Q9N5J2	WBGene00019511
	Q9N5J3	WBGene00019512
	Q9N5J4	WBGene00019513
	Q9TYY6	WBGene00019514
	Q9TYY5	WBGene00019515
	Q9TYY4	WBGene00019516
	Q21309	WBGene00019518
	Q21308	WBGene00019519
	O01584	WBGene00019520
	O01582	WBGene00019521
	Q8MPU2	WBGene00019521
	O01581	WBGene00019522
	Q9TXN2	WBGene00019524
	A0A0S4XR75	WBGene00019525
	A0A0S4XRB1	WBGene00019525
	Q9TXN1	WBGene00019527
	Q21319	WBGene00019530
	Q21318	WBGene00019531
	Q21316	WBGene00019533
	Q21326	WBGene00019534
	Q8MQ07	WBGene00019535
	U4PCA1	WBGene00019535
	Q966I6	WBGene00019536
	Q966I7	WBGene00019537
	Q8MXU9	WBGene00019537
	Q966I9	WBGene00019538
	Q8MXU8	WBGene00019540
	Q94265	WBGene00019541
	U4PE86	WBGene00019541
Q94261		WBGene00019543
Q94263		WBGene00019544
	Q94268	WBGene00019545
	U4PQR0	WBGene00019545
	U4PDV0	WBGene00019545
	G4SN66	WBGene00019546
	A0A0K3AUF6	WBGene00019546
	A0A0K3ARJ9	WBGene00019546
	Q21385	WBGene00019547
	Q2L6W3	WBGene00019547
	Q21384	WBGene00019548
	Q21382	WBGene00019549
	Q21381	WBGene00019550
	Q21379	WBGene00019551
	Q21378	WBGene00019552
	Q21377	WBGene00019553
	Q21380	WBGene00019554
	O16946	WBGene00019556
	O16944	WBGene00019557
	A0A0K3ASP1	WBGene00019557
	O16943	WBGene00019558
	A0A0K3AV03	WBGene00019558
	O16942	WBGene00019559
	O16939	WBGene00019561
	O16940	WBGene00019562
	O16945	WBGene00019563
	Q9N5I0	WBGene00019564
	Q9N5I1	WBGene00019565
	Q9N5I2	WBGene00019566
	Q9N5J1	WBGene00019567
	Q21394	WBGene00019570
	Q21393	WBGene00019571
		WBGene00019571
	Q21392	WBGene00019572
	Q21398	WBGene00019574
	Q21395	WBGene00019576
	Q21396	WBGene00019577
	Q21401	WBGene00019578
	A3QMD2	WBGene00019579
	C6ELT9	WBGene00019579
	A3QMD3	WBGene00019580
	A0A061AE39	WBGene00019580
	Q21405	WBGene00019582
	Q21402	WBGene00019583
	Q21404	WBGene00019584
	O16728	WBGene00019586
	O16729	WBGene00019587
	O16731	WBGene00019588
	O16732	WBGene00019589
	O16734	WBGene00019590
	O16735	WBGene00019591
	Q8MXJ5	WBGene00019592
	Q8MXJ4	WBGene00019593
	O44994	WBGene00019594
	O44992	WBGene00019595
	Q8IA63	WBGene00019597
	O44993	WBGene00019598
	O01590	WBGene00019599
	O01585	WBGene00019600
	O01586	WBGene00019601
	O01589	WBGene00019603
	O01591	WBGene00019604
Q09991		WBGene00019605
	Q86NG2	WBGene00019605
Q86NG3		WBGene00019606
	H2KZ57	WBGene00019606
Q09993		WBGene00019607
Q09994		WBGene00019608
	G5ED15	WBGene00019609
	G4S035	WBGene00019609
	Q21406	WBGene00019611
Q21407		WBGene00019612
	O17241	WBGene00019613
	O17238	WBGene00019614
O17237		WBGene00019615
	O17239	WBGene00019616
	Q94269	WBGene00019617
	Q94270	WBGene00019618
	Q94271	WBGene00019619
	Q94272	WBGene00019620
	Q94274	WBGene00019621
	Q967F0	WBGene00019622
	O61891	WBGene00019623
	O61887	WBGene00019624
	A0A0K3AS76	WBGene00019625
	A0A0K3AVR5	WBGene00019625
	O61890	WBGene00019626
Q09589		WBGene00019627
	A0A2C9C364	WBGene00019627
	Q09408	WBGene00019628
	Q09409	WBGene00019629
Q09410		WBGene00019630
Q09411		WBGene00019631
Q09412		WBGene00019633
	O17234	WBGene00019636
	Q8IA74	WBGene00019636
	O17236	WBGene00019638
	Q8IA73	WBGene00019639
	O16627	WBGene00019640
	O16626	WBGene00019641
	Q94277	WBGene00019642
	Q94276	WBGene00019643
	O44619	WBGene00019644
	O44620	WBGene00019645
	O44621	WBGene00019646
	O44622	WBGene00019647
	O44623	WBGene00019648
	O44624	WBGene00019649
	Q95X61	WBGene00019650
	Q8T7Z2	WBGene00019651
	Q23010	WBGene00019652
	Q23009	WBGene00019653
	Q23008	WBGene00019654
	Q23012	WBGene00019655
	G5EE96	WBGene00019656
	Q21435	WBGene00019657
	Q2L6Y0	WBGene00019657
P91375		WBGene00019658
	P91370	WBGene00019659
	P91369	WBGene00019660
	P91368	WBGene00019661
	P91371	WBGene00019662
	U4PB49	WBGene00019662
	P91372	WBGene00019663
	P91373	WBGene00019664
	H2L016	WBGene00019664
	U4PLI6	WBGene00019664
	U4PQU7	WBGene00019664
	P91376	WBGene00019665
	U4PDY6	WBGene00019665
	U4PAQ0	WBGene00019665
	U4PB54	WBGene00019665
	A0A0T7CIX3	WBGene00019666
	A0A2C9C3Q9	WBGene00019667
	A0A2C9C337	WBGene00019667
	O16380	WBGene00019668
	O16381	WBGene00019669
	O44995	WBGene00019673
	W6RXW2	WBGene00019673
	C6S3L5	WBGene00019674
	H2L0G1	WBGene00019674
	W6RRS4	WBGene00019674
	P91387	WBGene00019675
P34523		WBGene00019677
P34524		WBGene00019678
P34525		WBGene00019679
P34526		WBGene00019680
P34527		WBGene00019681
P34528		WBGene00019682
	Q9N5H7	WBGene00019683
	Q9N5H3	WBGene00019684
	Q9N5H1	WBGene00019685
	Q9N5G9	WBGene00019686
	Q9N5G8	WBGene00019687
	Q9N5H0	WBGene00019688
	Q9N5H2	WBGene00019689
	Q9N5H6	WBGene00019690
	Q9N5H8	WBGene00019691
	P91393	WBGene00019692
P91390		WBGene00019693
	O61862	WBGene00019697
	H2KZB6	WBGene00019697
	H2KZB7	WBGene00019697
O44959		WBGene00019698
	H2L040	WBGene00019699
	E6N0U8	WBGene00019699
	O17223	WBGene00019700
	O17228	WBGene00019702
	O17229	WBGene00019703
	O17231	WBGene00019704
	Q965L5	WBGene00019705
	Q9TXR5	WBGene00019709
	P91402	WBGene00019710
	P91401	WBGene00019711
	P91399	WBGene00019712
	G5EER0	WBGene00019713
	H2L044	WBGene00019713
	G4SL51	WBGene00019713
	Q21457	WBGene00019714
	O76686	WBGene00019715
	O76687	WBGene00019716
	Q94282	WBGene00019717
	Q95018	WBGene00019718
	H2L0G8	WBGene00019719
	Q95ZL3	WBGene00019719
	Q5TYL1	WBGene00019719
	A5HU95	WBGene00019719
	U4PRJ1	WBGene00019719
	H2L0H0	WBGene00019720
	U4PEN8	WBGene00019720
	U4PBG3	WBGene00019720
	U4PRJ6	WBGene00019720
	Q8MPT9	WBGene00019721
	Q21459	WBGene00019722
	Q94286	WBGene00019723
	Q94285	WBGene00019724
	U4PLK4	WBGene00019724
	U4PQW2	WBGene00019725
	U4PE03	WBGene00019725
	Q94287	WBGene00019726
	U4PAR9	WBGene00019726
	U4PB66	WBGene00019726
	U4PLL0	WBGene00019726
	Q21465	WBGene00019727
	Q21462	WBGene00019728
	Q21461	WBGene00019729
	Q21463	WBGene00019730
	Q8IG01	WBGene00019730
	Q65ZI9	WBGene00019730
	Q21464	WBGene00019731
	G5ED56	WBGene00019732
	Q94290	WBGene00019733
	H2KYF4	WBGene00019733
	Q95Q46	WBGene00019734
	Q21472	WBGene00019735
	Q21470	WBGene00019736
	Q21471	WBGene00019738
	Q966H5	WBGene00019740
	Q966H7	WBGene00019741
	Q966H8	WBGene00019742
	A0A0K3AY13	WBGene00019742
	Q966H9	WBGene00019743
	A0A0K3AVS5	WBGene00019744
	A0A0K3AY18	WBGene00019744
	Q966H6	WBGene00019745
	A9Z1K7	WBGene00019746
	Q21478	WBGene00019747
	Q8WQE0	WBGene00019747
	G4SGU1	WBGene00019747
	G8JYA8	WBGene00019747
	G5EEM9	WBGene00019747
	A0A0K3AU10	WBGene00019747
	Q21480	WBGene00019748
	B7WN56	WBGene00019749
	Q21491	WBGene00019750
	Q21494	WBGene00019751
	Q5TYL4	WBGene00019751
	Q21500	WBGene00019753
	Q21498	WBGene00019754
	Q21497	WBGene00019755
	Q21496	WBGene00019756
	Q21499	WBGene00019757
	Q23014	WBGene00019758
	Q23015	WBGene00019759
	G5EBH7	WBGene00019760
	H2L0I1	WBGene00019760
	O16378	WBGene00019761
	O16376	WBGene00019762
	A9D4S6	WBGene00019762
O16374		WBGene00019763
	O16375	WBGene00019764
	A0A2C9C387	WBGene00019765
	A0A2C9C3E1	WBGene00019765
	U4PR75	WBGene00019766
	U4PEB6	WBGene00019766
	Q95Y97	WBGene00019767
	Q95Y98	WBGene00019768
	Q95Y99	WBGene00019769
	Q95Y96	WBGene00019770
	A0A1C3NSH3	WBGene00019771
	Q95Y95	WBGene00019771
	O44179	WBGene00019772
	O44180	WBGene00019773
	U4PBF5	WBGene00019773
	H2L0H9	WBGene00019774
	Q5W613	WBGene00019774
	Q21577	WBGene00019776
	Q9TYX9	WBGene00019777
	Q9TYY0	WBGene00019778
	U4PB59	WBGene00019778
	Q9GYM9	WBGene00019779
	H2KZR1	WBGene00019780
	Q7Z2A6	WBGene00019780
	Q9GYM6	WBGene00019781
	Q9GYM5	WBGene00019782
	O45187	WBGene00019783
	U4PFG4	WBGene00019783
	O45186	WBGene00019784
	Q965J8	WBGene00019785
	H2KZ85	WBGene00019785
	Q688B0	WBGene00019786
	U4PC94	WBGene00019786
	O45188	WBGene00019787
	Q688B6	WBGene00019788
	Q688B6	WBGene00019791
	Q965L0	WBGene00019792
	O17121	WBGene00019793
	O17119	WBGene00019794
	O17118	WBGene00019795
	O17117	WBGene00019796
	O17120	WBGene00019797
	O17122	WBGene00019798
	Q965L8	WBGene00019799
P34496		WBGene00019800
P45894		WBGene00019801
	H2KZN1	WBGene00019803
	Q2L6X5	WBGene00019803
	Q2L6X4	WBGene00019803
	O61972	WBGene00019804
	O61974	WBGene00019805
	O61975	WBGene00019806
	G5EBX4	WBGene00019807
	Q8MXG1	WBGene00019808
	Q21631	WBGene00019809
	Q21628	WBGene00019810
Q21629		WBGene00019811
	A0A0K3AX65	WBGene00019812
	A0A0K3ARU9	WBGene00019812
G5EER4		WBGene00019813
	O44547	WBGene00019814
	O44546	WBGene00019815
	O44543	WBGene00019816
	A0A0K3AVS8	WBGene00019816
